expression,full_form,shorthand,kboth,kneither,contrast,stative,negated_p,Kp,question,fc,can_express,evidence,negation,comments,source_file,ref,words,glosses,translation,comment,questionnaire
kai,kai,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,"GRK-EVID-040,GRK-EVID-041",neither,,Greek,NA,NA,NA,NA,NA,NA
kai,kai,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,"GRK-EVID-042,GRK-EVID-043",neither,,Greek,NA,NA,NA,NA,NA,NA
kai,kai,neither-sta,0,1,,1,0,0,0,0,0,GRK-EVID-044,neither,,Greek,NA,NA,NA,NA,NA,NA
∅,∅,conj-nocontrast-sta,1,0,0,1,0,1,0,0,1,"GRK-EVID-002,GRK-EVID-038",neither,,Greek,NA,NA,NA,NA,NA,NA
∅,∅,conj-nocontrast-epi,1,0,0,0,0,1,0,0,1,GRK-EVID-004,neither,,Greek,NA,NA,NA,NA,NA,NA
∅,∅,conj-contrast-sta,1,0,1,1,0,1,0,0,1,"GRK-EVID-045,GRK-EVID-046",neither,,Greek,NA,NA,NA,NA,NA,NA
∅,∅,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,1,GRK-EVID-011,neither,,Greek,NA,NA,NA,NA,NA,NA
∅,∅,disj-spk,0,0,,1,0,1,0,0,0,GRK-EVID-055,neither,,Greek,NA,NA,NA,NA,NA,NA
∅,∅,disj-nspk-epi,0,0,1,0,0,0,0,0,0,GRK-EVID-066,neither,,Greek,NA,NA,NA,NA,NA,NA
∅,∅,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,"GRK-EVID-067,GRK-EVID-068",neither,,Greek,NA,NA,NA,NA,NA,NA
∅,∅,neither-sta,0,1,,1,0,0,0,0,0,"GRK-EVID-077,GRK-EVID-078",neither,,Greek,NA,NA,NA,NA,NA,NA
alla,alla,conj-contrast-sta,1,0,1,1,0,1,0,0,1,GRK-EVID-005,neither,,Greek,NA,NA,NA,NA,NA,NA
alla,alla,conj-contrast-epi,1,0,1,0,0,1,0,0,1,GRK-EVID-007,neither,,Greek,NA,NA,NA,NA,NA,NA
alla,alla,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,1,"GRK-EVID-009,GRK-EVID-010",neither,,Greek,NA,NA,NA,NA,NA,NA
alla,alla,conj-contrast-negp-epi,1,0,1,0,1,1,0,0,1,GRK-EVID-012,neither,,Greek,NA,NA,NA,NA,NA,NA
alla,alla,disj-spk,0,0,,1,0,1,0,0,0,GRK-EVID-047,neither,,Greek,NA,NA,NA,NA,NA,NA
alla,alla,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,GRK-EVID-049,neither,,Greek,NA,NA,NA,NA,NA,NA
alla,alla,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,GRK-EVID-051,neither,,Greek,NA,NA,NA,NA,NA,NA
alla,alla,neither-sta,0,1,,1,0,0,0,0,0,GRK-EVID-053,neither,,Greek,NA,NA,NA,NA,NA,NA
omos,omos,conj-contrast-sta,1,0,1,1,0,1,0,0,1,GRK-EVID-006,neither,,Greek,NA,NA,NA,NA,NA,NA
omos,omos,conj-contrast-epi,1,0,1,0,0,1,0,0,1,GRK-EVID-008,neither,,Greek,NA,NA,NA,NA,NA,NA
omos,omos,conj-contrast-negp-epi,1,0,1,0,1,1,0,0,1,GRK-EVID-013,neither,,Greek,NA,NA,NA,NA,NA,NA
omos,omos,disj-spk,0,0,,1,0,1,0,0,0,GRK-EVID-048,neither,,Greek,NA,NA,NA,NA,NA,NA
omos,omos,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,GRK-EVID-050,neither,,Greek,NA,NA,NA,NA,NA,NA
omos,omos,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,GRK-EVID-052,neither,,Greek,NA,NA,NA,NA,NA,NA
omos,omos,neither-sta,0,1,,1,0,0,0,0,0,GRK-EVID-054,neither,,Greek,NA,NA,NA,NA,NA,NA
‘i,‘i,disj-spk,0,0,,1,0,1,0,0,1,"GRK-EVID-014,GRK-EVID-016,GRK-EVID-017",neither,,Greek,NA,NA,NA,NA,NA,NA
‘i,‘i,disj-nspk-epi,0,0,1,0,0,0,0,0,1,GRK-EVID-018,neither,,Greek,NA,NA,NA,NA,NA,NA
‘i,‘i,disj-nspk-sta-exc,0,0,,1,0,0,0,0,1,"GRK-EVID-020,GRK-EVID-021",neither,,Greek,NA,NA,NA,NA,NA,NA
‘i,‘i,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,"GRK-EVID-022,GRK-EVID-023,GRK-EVID-071,GRK-EVID-072",neither,,Greek,NA,NA,NA,NA,NA,NA
‘i,‘i,disj-nspk-q,0,0,1,0,0,0,1,0,1,"GRK-EVID-024,GRK-EVID-025",neither,,Greek,NA,NA,NA,NA,NA,NA
‘i,‘i,fc,0,0,,0,0,0,0,1,1,"GRK-EVID-036,GRK-EVID-037",neither,,Greek,NA,NA,NA,NA,NA,NA
‘i,‘i,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,GRK-EVID-057,neither,,Greek,NA,NA,NA,NA,NA,NA
‘i,‘i,conj-contrast-sta,1,0,1,1,0,1,0,0,0,GRK-EVID-059,neither,,Greek,NA,NA,NA,NA,NA,NA
‘i,‘i,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,GRK-EVID-063,neither,,Greek,NA,NA,NA,NA,NA,NA
‘i,‘i,neither-sta,0,1,,1,0,0,0,0,0,GRK-EVID-065,neither,,Greek,NA,NA,NA,NA,NA,NA
ite … ite …,ite … ite …,disj-spk,0,0,,1,0,1,0,0,1,"GRK-EVID-015,GRK-EVID-016",neither,,Greek,NA,NA,NA,NA,NA,NA
ite … ite …,ite … ite …,disj-nspk-epi,0,0,1,0,0,0,0,0,1,GRK-EVID-019,neither,,Greek,NA,NA,NA,NA,NA,NA
ite … ite …,ite … ite …,fc,0,0,,0,0,0,0,1,1,GRK-EVID-035,neither,,Greek,NA,NA,NA,NA,NA,NA
ite … ite …,ite … ite …,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,GRK-EVID-056,neither,,Greek,NA,NA,NA,NA,NA,NA
ite … ite …,ite … ite …,conj-contrast-sta,1,0,1,1,0,1,0,0,0,GRK-EVID-058,neither,,Greek,NA,NA,NA,NA,NA,NA
ite … ite …,ite … ite …,disj-nspk-sta-exc,0,0,,1,0,0,0,0,1,"GRK-EVID-060,GRK-EVID-069,GRK-EVID-070",neither,,Greek,NA,NA,NA,NA,NA,NA
ite … ite …,ite … ite …,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,"GRK-EVID-062,GRK-EVID-073,GRK-EVID-074",neither,,Greek,NA,NA,NA,NA,NA,NA
ite … ite …,ite … ite …,neither-sta,0,1,,1,0,0,0,0,0,GRK-EVID-064,neither,,Greek,NA,NA,NA,NA,NA,NA
ite … ite …,ite … ite …,disj-nspk-q,0,0,1,0,0,0,1,0,0,GRK-EVID-075,neither,,Greek,NA,NA,NA,NA,NA,NA
dhen … (ute) …. ute …,dhen … (ute) …. ute …,neither-sta,0,1,,1,0,0,0,0,1,"GRK-EVID-026,GRK-EVID-027,GRK-EVID-028,GRK-EVID-029",below,,Greek,NA,NA,NA,NA,NA,NA
dhen … (ute) …. ute …,dhen … (ute) …. ute …,neither-epi,0,1,,0,1,0,0,0,1,GRK-EVID-034,below,,Greek,NA,NA,NA,NA,NA,NA
dhen … (ute) …. ute …,dhen … (ute) …. ute …,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,"GRK-EVID-079,GRK-EVID-080,GRK-EVID-081,GRK-EVID-082",below,,Greek,NA,NA,NA,NA,NA,NA
dhen … (ute) …. ute …,dhen … (ute) …. ute …,conj-contrast-sta,1,0,1,1,0,1,0,0,0,"GRK-EVID-083,GRK-EVID-084,GRK-EVID-085,GRK-EVID-086",below,,Greek,NA,NA,NA,NA,NA,NA
dhen … (ute) …. ute …,dhen … (ute) …. ute …,disj-spk,0,0,,1,0,1,0,0,0,"GRK-EVID-087,GRK-EVID-088,GRK-EVID-089,GRK-EVID-090",below,,Greek,NA,NA,NA,NA,NA,NA
dhen … (ute) …. ute …,dhen … (ute) …. ute …,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,"GRK-EVID-091,GRK-EVID-092,GRK-EVID-093,GRK-EVID-094",below,,Greek,NA,NA,NA,NA,NA,NA
dhen … (ute) …. ute …,dhen … (ute) …. ute …,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,"GRK-EVID-095,GRK-EVID-096,GRK-EVID-097,GRK-EVID-098",below,,Greek,NA,NA,NA,NA,NA,NA
ute … ute ….,ute … ute ….,neither-sta,0,1,,1,0,0,0,0,1,"GRK-EVID-030,GRK-EVID-031",neither,,Greek,NA,NA,NA,NA,NA,NA
ute … ute ….,ute … ute ….,neither-epi,0,1,,0,1,0,0,0,1,GRK-EVID-033,neither,,Greek,NA,NA,NA,NA,NA,NA
dhen …. ute …. dhen … ute …,dhen …. ute …. dhen … ute …,neither-sta,0,1,,1,0,0,0,0,1,GRK-EVID-032,below,,Greek,NA,NA,NA,NA,NA,NA
ite,ite,disj-nspk-q,0,0,1,0,0,0,1,0,1,GRK-EVID-076,neither,,Greek,NA,NA,NA,NA,NA,NA
kuma,kuma,conj-nocontrast-sta,1,0,0,1,0,1,0,0,1,hausa-con-evid1,neither,,Hausa,NA,NA,NA,NA,NA,NA
kuma,kuma,conj-nocontrast-epi,1,0,0,0,0,1,0,0,1,hausa-con-evid3,neither,,Hausa,NA,NA,NA,NA,NA,NA
kuma,kuma,conj-contrast-sta,1,0,1,1,0,1,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
kuma,kuma,conj-contrast-epi,1,0,1,0,0,1,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
kuma,kuma,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
kuma,kuma,conj-contrast-negp-epi,1,0,1,0,1,1,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
kuma,kuma,disj-spk,0,0,,1,0,1,0,0,0,hausa-con-evid26,neither,,Hausa,NA,NA,NA,NA,NA,NA
kuma,kuma,disj-nspk-epi,0,0,1,0,0,0,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
kuma,kuma,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,hausa-con-evid27,neither,,Hausa,NA,NA,NA,NA,NA,NA
kuma,kuma,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,hausa-con-evid28,neither,,Hausa,NA,NA,NA,NA,NA,NA
kuma,kuma,disj-nspk-q-exc,0,0,1,1,0,0,1,0,0,hausa-con-evid29,neither,,Hausa,NA,NA,NA,NA,NA,NA
kuma,kuma,disj-nspk-q-inc,?,0,,1,0,0,1,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
kuma,kuma,neither-sta,0,1,,1,0,0,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
kuma,kuma,neither-epi,0,1,,0,1,0,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
kuma,kuma,fc,0,0,,0,0,0,0,1,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
kuma,kuma,negative,0,1,,1,,0,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
kuma,ba ... kuma ba ...,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,hausa-con-evid65,below,ba = negation,Hausa,NA,NA,NA,NA,NA,NA
kuma,ba ... kuma ba ...,conj-nocontrast-epi,1,0,0,0,0,1,0,0,,,below,ba = negation,Hausa,NA,NA,NA,NA,NA,NA
kuma,ba ... kuma ba ...,conj-contrast-sta,1,0,1,1,0,1,0,0,0,conj-contrast-sta-3,below,ba = negation,Hausa,NA,NA,NA,NA,NA,NA
kuma,ba ... kuma ba ...,conj-contrast-epi,1,0,1,0,0,1,0,0,,,below,ba = negation,Hausa,NA,NA,NA,NA,NA,NA
kuma,ba ... kuma ba ...,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,,,below,ba = negation,Hausa,NA,NA,NA,NA,NA,NA
kuma,ba ... kuma ba ...,conj-contrast-negp-epi,1,0,1,0,1,1,0,0,,,below,ba = negation,Hausa,NA,NA,NA,NA,NA,NA
kuma,ba ... kuma ba ...,disj-spk,0,0,,1,0,1,0,0,0,hausa-con-evid67,below,ba = negation,Hausa,NA,NA,NA,NA,NA,NA
kuma,ba ... kuma ba ...,disj-nspk-epi,0,0,1,0,0,0,0,0,,,below,ba = negation,Hausa,NA,NA,NA,NA,NA,NA
kuma,ba ... kuma ba ...,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,hausa-con-evid68,below,ba = negation,Hausa,NA,NA,NA,NA,NA,NA
kuma,ba ... kuma ba ...,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,hausa-con-evid69,below,ba = negation,Hausa,NA,NA,NA,NA,NA,NA
kuma,ba ... kuma ba ...,disj-nspk-q-exc,0,0,1,1,0,0,1,0,,,below,ba = negation,Hausa,NA,NA,NA,NA,NA,NA
kuma,ba ... kuma ba ...,disj-nspk-q-inc,?,0,,1,0,0,1,0,,,below,ba = negation,Hausa,NA,NA,NA,NA,NA,NA
kuma,ba ... kuma ba ...,neither-sta,0,1,,1,0,0,0,0,1,hausa-con-evid21,below,ba = negation,Hausa,NA,NA,NA,NA,NA,NA
kuma,ba ... kuma ba ...,neither-epi,0,1,,0,1,0,0,0,1,hausa-con-evid22,below,ba = negation,Hausa,NA,NA,NA,NA,NA,NA
kuma,ba ... kuma ba ...,fc,0,0,,0,0,0,0,1,,,below,ba = negation,Hausa,NA,NA,NA,NA,NA,NA
kuma,ba ... kuma ba ...,negative,0,1,,1,,0,0,0,,,below,ba = negation,Hausa,NA,NA,NA,NA,NA,NA
amma,amma,conj-nocontrast-sta,1,0,0,1,0,1,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
amma,amma,conj-nocontrast-epi,1,0,0,0,0,1,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
amma,amma,conj-contrast-sta,1,0,1,1,0,1,0,0,1,hausa-con-evid5,neither,,Hausa,NA,NA,NA,NA,NA,NA
amma,amma,conj-contrast-epi,1,0,1,0,0,1,0,0,1,hausa-con-evid6,neither,,Hausa,NA,NA,NA,NA,NA,NA
amma,amma,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,1,hausa-con-evid7,neither,,Hausa,NA,NA,NA,NA,NA,NA
amma,amma,conj-contrast-negp-epi,1,0,1,0,1,1,0,0,1,hausa-con-evid8,neither,,Hausa,NA,NA,NA,NA,NA,NA
amma,amma,disj-spk,0,0,,1,0,1,0,0,0,hausa-con-evid31,neither,,Hausa,NA,NA,NA,NA,NA,NA
amma,amma,disj-nspk-epi,0,0,1,0,0,0,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
amma,amma,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,hausa-con-evid32,neither,,Hausa,NA,NA,NA,NA,NA,NA
amma,amma,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,hausa-con-evid33,neither,,Hausa,NA,NA,NA,NA,NA,NA
amma,amma,disj-nspk-q-exc,0,0,1,0,0,0,1,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
amma,amma,disj-nspk-q-inc,?,0,,1,0,0,1,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
amma,amma,neither-sta,0,1,,1,0,0,0,0,0,hausa-con-evid34,neither,,Hausa,NA,NA,NA,NA,NA,NA
amma,amma,neither-epi,0,1,,0,1,0,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
amma,amma,fc,0,0,,0,0,0,0,1,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
amma,amma,negative,0,1,,1,,0,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,hausa-con-evid42,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko,conj-nocontrast-epi,1,0,0,0,0,1,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko,conj-contrast-sta,1,0,1,1,0,1,0,0,0,hausa-con-evid46,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko,conj-contrast-epi,1,0,1,0,0,1,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko,conj-contrast-negp-epi,1,0,1,0,1,1,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko,disj-spk,0,0,,1,0,1,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko,disj-nspk-epi,0,0,1,0,0,0,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko,disj-nspk-sta-exc,0,0,,1,0,0,0,0,?,hausa-con-evid50,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko,disj-nspk-sta-inc,?,0,,1,0,0,0,0,?,hausa-con-evid54,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko,disj-nspk-q-exc,0,0,1,1,0,0,1,0,1,"hausa-con-evid18, hausa-con-evid61",neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko,disj-nspk-q-inc,?,0,,1,0,0,1,0,1,hausa-con-evid20,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko,neither-sta,0,1,,1,0,0,0,0,0,hausa-con-evid58,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko,neither-epi,0,1,,0,1,0,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko,fc,0,0,,0,0,0,0,1,1,hausa-con-evid24,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko,negative,0,1,,1,,0,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko kuma,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,hausa-con-evid41,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko kuma,conj-nocontrast-epi,1,0,0,0,0,1,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko kuma,conj-contrast-sta,1,0,1,1,0,1,0,0,0,hausa-con-evid45,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko kuma,conj-contrast-epi,1,0,1,0,0,1,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko kuma,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko kuma,conj-contrast-negp-epi,1,0,1,0,1,1,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko kuma,disj-spk,0,0,,1,0,1,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko kuma,disj-nspk-epi,0,0,1,0,0,0,0,0,1,hausa-con-evid13,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko kuma,disj-nspk-sta-exc,0,0,,1,0,0,0,0,1,hausa-con-evid14,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko kuma,disj-nspk-sta-inc,?,0,,1,0,0,0,0,1,"hausa-con-evid15, hausa-con-evid16",neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko kuma,disj-nspk-q-exc,0,0,1,1,0,0,1,0,1,"hausa-con-evid17, hausa-con-evid60, hausa-con-evid18, hausa-con-evid61",neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko kuma,disj-nspk-q-inc,?,0,,1,0,0,1,0,1,hausa-con-evid19,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko kuma,neither-sta,0,1,,1,0,0,0,0,0,hausa-con-evid58,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko kuma,neither-epi,0,1,,0,1,0,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko kuma,fc,0,0,,0,0,0,0,1,1,hausa-con-evid23,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko kuma,negative,0,1,,1,,0,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko-dai ... ko ...,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,hausa-con-evid40,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko-dai ... ko ...,conj-nocontrast-epi,1,0,0,0,0,1,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko-dai ... ko ...,conj-contrast-sta,1,0,1,1,0,1,0,0,0,hausa-con-evid44,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko-dai ... ko ...,conj-contrast-epi,1,0,1,0,0,1,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko-dai ... ko ...,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko-dai ... ko ...,conj-contrast-negp-epi,1,0,1,0,1,1,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko-dai ... ko ...,disj-spk,0,0,,1,0,1,0,0,1,"hausa-con-evid10, hausa-con-evid12",neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko-dai ... ko ...,disj-nspk-epi,0,0,1,0,0,0,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko-dai ... ko ...,disj-nspk-sta-exc,0,0,,1,0,0,0,0,1,hausa-con-evid48,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko-dai ... ko ...,disj-nspk-sta-inc,?,0,,1,0,0,0,0,1,hausa-con-evid52,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko-dai ... ko ...,disj-nspk-q-exc,0,0,1,1,0,0,1,0,?,hausa-con-evid63,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko-dai ... ko ...,disj-nspk-q-inc,?,0,,1,0,0,1,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko-dai ... ko ...,neither-sta,0,1,,1,0,0,0,0,0,hausa-con-evid56,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko-dai ... ko ...,neither-epi,0,1,,0,1,0,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko-dai ... ko ...,fc,0,0,,0,0,0,0,1,1,hausa-con-evid71,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko-dai ... ko ...,negative,0,1,,1,,0,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko-dai ... ko kuma ...,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,hausa-con-evid39,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko-dai ... ko kuma ...,conj-nocontrast-epi,1,0,0,0,0,1,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko-dai ... ko kuma ...,conj-contrast-sta,1,0,1,1,0,1,0,0,0,hausa-con-evid43,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko-dai ... ko kuma ...,conj-contrast-epi,1,0,1,0,0,1,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko-dai ... ko kuma ...,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko-dai ... ko kuma ...,conj-contrast-negp-epi,1,0,1,0,1,1,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko-dai ... ko kuma ...,disj-spk,0,0,,1,0,1,0,0,1,"hausa-con-evid9, hausa-con-evid11",neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko-dai ... ko kuma ...,disj-nspk-epi,0,0,1,0,0,0,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko-dai ... ko kuma ...,disj-nspk-sta-exc,0,0,,1,0,0,0,0,1,hausa-con-evid47,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko-dai ... ko kuma ...,disj-nspk-sta-inc,?,0,,1,0,0,0,0,1,hausa-con-evid51,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko-dai ... ko kuma ...,disj-nspk-q-exc,0,0,1,1,0,0,1,0,?,hausa-con-evid62,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko-dai ... ko kuma ...,disj-nspk-q-inc,?,0,,1,0,0,1,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko-dai ... ko kuma ...,neither-sta,0,1,,1,0,0,0,0,0,hausa-con-evid55,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko-dai ... ko kuma ...,neither-epi,0,1,,0,1,0,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko-dai ... ko kuma ...,fc,0,0,,0,0,0,0,1,1,hausa-con-evid70,neither,,Hausa,NA,NA,NA,NA,NA,NA
ko,ko-dai ... ko kuma ...,negative,0,1,,1,,0,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,conj-nocontrast-sta,1,0,0,1,0,1,0,0,?,"hausa-con-1b, ",neither,conflicting judgment,Hausa,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,conj-nocontrast-epi,1,0,0,0,0,1,0,0,1,hausa-con-2b ,neither,,Hausa,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,conj-contrast-sta,1,0,1,1,0,1,0,0,0,hausa-con-evid30,neither,,Hausa,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,conj-contrast-epi,1,0,1,0,0,1,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,1,hausa-con-evid35,neither,,Hausa,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,conj-contrast-negp-epi,1,0,1,0,1,1,0,0,0,hausa-con-evid36,neither,,Hausa,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,disj-spk,0,0,,1,0,1,0,0,0,hausa-con-evid38,neither,,Hausa,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,disj-nspk-epi,0,0,1,0,0,0,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,hausa-con-evid59,neither,,Hausa,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,disj-nspk-sta-inc,?,0,,1,0,0,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,disj-nspk-q-exc,0,0,1,1,0,0,1,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,disj-nspk-q-inc,?,0,,1,0,0,1,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,neither-sta,0,1,,1,0,0,0,0,0,hausa-con-evid64,neither,,Hausa,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,neither-epi,0,1,,0,1,0,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,fc,0,0,,0,0,0,0,1,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,negative,0,1,,1,,0,0,0,,,neither,,Hausa,NA,NA,NA,NA,NA,NA
ve,ve,conj-nocontrast-sta,1,0,0,1,0,1,0,0,1,heb_ev_1,neither,,Hebrew,NA,NA,NA,NA,NA,NA
ve,ve,conj-nocontrast-epi,1,0,0,0,0,1,0,0,1,"heb_ev_3,heb_ev_4",neither,,Hebrew,NA,NA,NA,NA,NA,NA
